365,"Agente inmobiliario"
366,"Tasador inmobiliario"
368,"Ingeniero de grabación"
369,"Director de centro de recreación"
375,"Analista de inversiones"
376,"Investigador"
378,"Terapeuta respiratorio"
379,"Administrador de restaurante"
380,"Comprador minorista"
384,"Representante de ventas"
385,"Científico"
386,"Profesor de escuela secundaria"
389,"Escenógrafo"
392,"Tripulante de barco"
394,"Diseñador de piezas gráficas"
396,"Trabajador social"
397,"Técnico en sonido"
398,"Profesor de educación especial"
399,"Técnico en efectos especiales"
400,"Terapista de lenguaje"
401,"Entrenador deportivo"
402,"Especialista en marketing deportivo"
405,"Estadístico"
406,"Estenógrafo"
410,"Médico cirujano"
411,"Reportero de radio y televisión"
416,"Representante Comercial"
417,"Escritor técnico"
423,"Guía de turismo"
425,"Proveedor"
427,"Traductor"
428,"Agente de viajes"
434,"Inversionista de riesgo"
435,"Veterinario"
436,"Técnico veterinario"
437,"Desarrollador de videojuegos"
442,"Programador web"
443,"Administrador de web"
444,"Diseñador de páginas web"
447,"Vinicultor"
448,"Escritor"
450,"Zoólogo"
453,"Especialista en sistemas de información geográfica "
455,"Técnico agrimensor"
456,"Técnico quirúrgico"
458,"Contador"
500,"Ingeniero agrónomo"
504,"Gerente de asociación"
505,"Auditor"
509,"Ingeniero biomédico"
510,"Entrenador"
513,"Comunicador"
515,"Representante de servicio al cliente"
516,"Experto en demoliciones"
517,"Instructor de buceo"
518,"Consultor ambiental"
519,"Bromatólogo"
520,"Maestro de idioma extranjero"
524,"Auxiliar de servicios hospitalarios"
525,"Asesor de imagen"
526,"Psicólogo industrial-organizacional"
527,"Secretario legal"
528,"Mago"
529,"Matemático"
530,"Asistente administrativo en consultorio médico"
531,"Enfermero de salud mental"
532,"Gerente financiero"
533,"Corredor hipotecario"
534,"Orador motivacional"
535,"Asistente de terapia ocupacional"
537,"Ortodoncista"
538,"Paleontólogo"
539,"Encargado de repuestos"
540,"Ingeniero petrolero"
541,"Asistente de fisioterapia"
543,"Piloto de automóviles de carrera"
544,"Técnico de automóviles de carrera"
546,"Consejero escolar"
547,"Intérprete de lenguaje de señas"
548,"Asesor en psicología deportiva"
551,"Perforador de superficie"
555,"Planificador de bodas"
557,"Anestesiólogo"
558,"Dermatólogo"
559,"Psicólogo especialista en casos de abuso/Crisis"
560,"Asesor de adopciones"
561,"Psicólogo especialista en casos de pérdida de un ser querido"
562,"Cardiólogo"
563,"Perito Forense"
565,"Crítico"
566,"Detective"
568,"Diplomático"
570,"Científico forense"
572,"Trabajador de ayuda humanitaria"
573,"Importador/Exportador"
574,"Decorador de interiores"
575,"Ingeniero naval"
577,"Transcriptor médico"
578,"Neurólogo"
582,"Técnico en ingeniería petrolífera"
584,"Periodista gráfico"
585,"Profesor de educación física"
586,"Director de colegio"
587,"Superintendente escolar"
590,"Asistente de enfermería"
591,"Radiólogo"
592,"Perforador de pozos de agua"
593,"Consultor de negocios electrónicos"
594,"Coreógrafo/Instructor de baile"
595,"Profesor de Actuación"
597,"Docente de educación para adultos"
599,"Alergista"
600,"Alguacil de juzgado"
601,"Bioético"
602,"Especialista en bioinformática"
603,"Biotecnólogo"
606,"Consejero vocacional"
610,"Responsable de préstamos"
611,"Citotecnólogo"
615,"Contador forense"
617,"Genetista"
621,"Oncólogo"
622,"Oftalmólogo"
623,"Cirujano ortopédico"
624,"Patólogo"
627,"Reclutador"
631,"Sociólogo"
633,"Cantante"
634,"Perito "
635,"Ejército"
638,"Ingeniero nuclear"
639,"Ingeniero electrónico"
640,"Ingeniero de software"
641,"Ingeniero de hardware"
643,"Coordinador académico"
644,"Maestro de nivel intermedio"
645,"Médico osteópata"
646,"Instructor de artes marciales"
647,"Toxicólogo"
648,"Bioquímico"
652,"Enfermero anestesiólogo"
653,"Analista de seguridad de la información"
654,"Científico informático"
657,"Editor de textos"
661,"Contador preparador de declaraciones de impuestos"
662,"Asesor de créditos"
673,"Asistente médico"
686,"Especialista en salud ocupacional"
690,"Director de programación de radio y televisión"
697,"Técnico audiovisual"
701,"Gerente de producción"
703,"Pedortista"
718,"Secretario municipal"
721,"Administrador de educación superior"
727,"Gerente voluntariado"
750,"Profesor especialista en agricultura"
